drug:tissue_type	spearman corr val	spearman p-val	adjusted spearman p-val	pearson corr val	pearson p-val	adjusted pearson p-val	
Selisistat_URINARY_TRACT	-0.300699301	0.342259529	0.890363782	-0.281515863	0.375385773	0.926033622	
Selumetinib_BILIARY	-0.095445905	0.657302	0.876719847	-0.273579466	0.195818286	0.636480211	
Selumetinib_BONE_AND_SOFT_TISSUE	0.368716236	0.034731078	0.177310684	0.421995218	0.014437657	0.137157742	
Selumetinib_BREAST	-0.14667099	0.271920102	0.738068848	-0.002795959	0.983381355	0.983381355	
Selumetinib_CENTRAL_NERVOUS_SYSTEM	0.105468722	0.399331935	0.823991835	-0.013694741	0.913094665	0.983381355	
Selumetinib_CERVICAL	0.244168712	0.380483838	0.823991835	0.377033816	0.16595098	0.636480211	
Selumetinib_DLBC	0.06026324	0.647388168	0.876719847	-0.048516683	0.712783756	0.902859424	
Selumetinib_KIDNEY	0.651409645	0.006263812	0.119012428	0.343462791	0.192758545	0.636480211	
Selumetinib_LARGE_INTESTINE	-0.033775369	0.829755792	0.904373605	0.063333706	0.686599192	0.902859424	
Selumetinib_LCLL	-0.026899191	0.810418273	0.904373605	0.025259253	0.821779582	0.975863254	
Selumetinib_LUNG	0.156646518	0.037328565	0.177310684	0.089816221	0.234492709	0.636480211	
Selumetinib_MM	-0.15633041	0.487216177	0.823991835	-0.231521032	0.299869543	0.643414663	
Selumetinib_OESOPHAGUS	-0.135903005	0.473945236	0.823991835	-0.238738799	0.20389584	0.636480211	
Selumetinib_OVARY	0.124352517	0.520415896	0.823991835	0.171926701	0.372503226	0.643414663	
Selumetinib_PANCREAS	0.089468082	0.692147247	0.876719847	0.202801434	0.365383251	0.643414663	
Selumetinib_SKIN	-0.027038454	0.868460936	0.904373605	-0.013682755	0.933217776	0.983381355	
Selumetinib_STOMACH	0.45381243	0.077456353	0.29433414	0.242493225	0.36551677	0.643414663	
Selumetinib_THYROID	0.03539901	0.904373605	0.904373605	0.160477912	0.583661628	0.853043918	
Selumetinib_UPPER_AERODIGESTIVE_TRACT	-0.319862571	0.245152455	0.738068848	-0.211800864	0.448572397	0.710239629	
Selumetinib_URINARY_TRACT	-0.505375013	0.019439952	0.177310684	-0.527759226	0.013936126	0.137157742	
Sepantronium bromide_BILIARY	-0.028571429	0.919489908	0.948402225	0.09789031	0.728537411	0.802265576	
Sepantronium bromide_BONE_AND_SOFT_TISSUE	0.259649123	0.28304843	0.812542457	0.175239275	0.473019083	0.802265576	
Sepantronium bromide_BREAST	0.152036061	0.390692994	0.812542457	0.024196658	0.891954178	0.891954178	
Sepantronium bromide_CENTRAL_NERVOUS_SYSTEM	0.017046879	0.924983928	0.948402225	0.234202146	0.18957219	0.802265576	
Sepantronium bromide_DLBC	0.122434018	0.504418045	0.812542457	-0.077355656	0.67389287	0.802265576	
Sepantronium bromide_KIDNEY	0.218181818	0.519248248	0.812542457	0.109416745	0.748781204	0.802265576	
Sepantronium bromide_LARGE_INTESTINE	0.216541353	0.359145783	0.812542457	0.129593016	0.586066186	0.802265576	
Sepantronium bromide_LCLL	-0.311740891	0.056742465	0.812542457	-0.205700095	0.215359191	0.802265576	
Sepantronium bromide_LUNG	-0.050522756	0.614058722	0.812542457	-0.045695548	0.648351903	0.802265576	
Sepantronium bromide_MM	0.154545455	0.650033965	0.812542457	-0.158655571	0.641261276	0.802265576	
Sepantronium bromide_OESOPHAGUS	0.188235294	0.485086609	0.812542457	0.401493555	0.123218288	0.802265576	
Sepantronium bromide_OVARY	0.173626374	0.552766941	0.812542457	-0.133391137	0.649388625	0.802265576	
Sepantronium bromide_PANCREAS	-0.020979021	0.948402225	0.948402225	-0.376292653	0.227978663	0.802265576	
Sepantronium bromide_SKIN	-0.29483198	0.182860465	0.812542457	-0.20151645	0.368493755	0.802265576	
Sepantronium bromide_URINARY_TRACT	-0.265734266	0.403833088	0.812542457	-0.254803841	0.424150829	0.802265576	
Serdemetan_BILIARY	-0.657342657	0.020185499	0.14129849	-0.298867459	0.345352685	0.598889927	
Serdemetan_BONE_AND_SOFT_TISSUE	0.221052632	0.348973754	0.690620033	0.187827259	0.427778519	0.598889927	
Serdemetan_BREAST	-0.383304771	0.033295147	0.155377352	-0.320837336	0.078442191	0.36606356	
Serdemetan_CENTRAL_NERVOUS_SYSTEM	0.010999084	0.952357604	0.952357604	0.062280898	0.734891631	0.935316622	
Serdemetan_DLBC	0.2	0.298240606	0.690620033	0.030311173	0.875965104	0.943347035	
Serdemetan_LARGE_INTESTINE	-0.173348391	0.440420313	0.690620033	0.001684159	0.994065173	0.994065173	
Serdemetan_LCLL	-0.094371482	0.562436353	0.715828085	-0.130114173	0.423577508	0.598889927	
Serdemetan_LUNG	0.268799929	0.007444287	0.104220013	0.260687525	0.009526609	0.100122602	
Serdemetan_MM	-0.132867133	0.680597508	0.794030426	-0.340459732	0.278860198	0.598889927	
Serdemetan_OESOPHAGUS	-0.035294118	0.896753248	0.952357604	-0.051072986	0.851000809	0.943347035	
Serdemetan_OVARY	0.397802198	0.158950775	0.445062169	0.411929682	0.143325377	0.433582749	
Serdemetan_PANCREAS	0.216783217	0.498555986	0.69797838	0.437577333	0.154850982	0.433582749	
Serdemetan_SKIN	-0.163948688	0.443970021	0.690620033	-0.173009712	0.418832542	0.598889927	
Serdemetan_URINARY_TRACT	-0.531468531	0.075362335	0.263768173	-0.683295316	0.014303229	0.100122602	
SGC0946_BILIARY	0.175824176	0.565579862	0.986919408	0.400382502	0.175200433	0.81760202	
SGC0946_BONE_AND_SOFT_TISSUE	-0.101754386	0.67850462	0.986919408	-0.007368069	0.976117696	0.976117696	
SGC0946_BREAST	-0.159895152	0.390218245	0.986919408	-0.419133435	0.018926957	0.264977392	
SGC0946_CENTRAL_NERVOUS_SYSTEM	0.237506271	0.183222399	0.986919408	0.073248102	0.685404937	0.97014874	
SGC0946_DLBC	0.093214683	0.624181678	0.986919408	0.136890327	0.470708733	0.97014874	
SGC0946_LARGE_INTESTINE	0.277391304	0.189412367	0.986919408	-0.185440668	0.385650214	0.97014874	
SGC0946_LCLL	0.101369419	0.522971388	0.986919408	-0.058526204	0.712752096	0.97014874	
SGC0946_LUNG	0.021554531	0.834879089	0.986919408	-0.015511897	0.880762242	0.97014874	
SGC0946_MM	-0.027272727	0.936558448	0.988058222	-0.156804774	0.645206626	0.97014874	
SGC0946_OESOPHAGUS	-0.064705882	0.811821451	0.986919408	-0.049444275	0.855705254	0.97014874	
SGC0946_OVARY	0.139285714	0.620546088	0.986919408	0.37107285	0.173293813	0.81760202	
SGC0946_PANCREAS	-0.245454545	0.466922367	0.986919408	-0.074549785	0.827553208	0.97014874	
SGC0946_SKIN	-0.003388873	0.988058222	0.988058222	-0.133460075	0.553782188	0.97014874	
SGC0946_URINARY_TRACT	-0.062937063	0.845930921	0.986919408	-0.040376183	0.900852401	0.97014874	
Shikonin_BILIARY	0.039285714	0.88944593	0.88944593	-0.039401286	0.889122546	0.948397383	
Shikonin_BONE_AND_SOFT_TISSUE	-0.218045113	0.355736366	0.723990058	-0.180926485	0.445247746	0.890495491	
Shikonin_BREAST	0.151583522	0.399739282	0.723990058	0.06485778	0.719900745	0.948397383	
Shikonin_CENTRAL_NERVOUS_SYSTEM	0.309847321	0.070082058	0.560656467	0.150187428	0.389154523	0.890495491	
Shikonin_CERVICAL	-0.381818182	0.276255333	0.723990058	-0.022363515	0.95110427	0.95110427	
Shikonin_DLBC	-0.130022918	0.463607791	0.723990058	-0.239090523	0.173252908	0.554409307	
Shikonin_KIDNEY	0.236363636	0.484091162	0.723990058	0.194994086	0.565585177	0.948397383	
Shikonin_LARGE_INTESTINE	0.088235294	0.745222094	0.851682394	-0.121949767	0.652771283	0.948397383	
Shikonin_LCLL	0.070445344	0.670000157	0.844910469	0.042408904	0.797686794	0.948397383	
Shikonin_LUNG	0.067225008	0.497743165	0.723990058	0.078121433	0.430543339	0.890495491	
Shikonin_MM	0.345454545	0.298089221	0.723990058	0.669625903	0.02420128	0.193610236	
Shikonin_OESOPHAGUS	0.226470588	0.398982927	0.723990058	0.485606764	0.056534895	0.301519442	
Shikonin_OVARY	0.323529412	0.221574125	0.723990058	0.378813841	0.14791829	0.554409307	
Shikonin_PANCREAS	-0.055944056	0.862898074	0.88944593	0.063765589	0.843924507	0.948397383	
Shikonin_SKIN	0.088954784	0.686489756	0.844910469	0.08297644	0.706619967	0.948397383	
Shikonin_URINARY_TRACT	0.622377622	0.030675895	0.490814321	0.776791214	0.002958163	0.047330606	
SL0101_BILIARY	0.260606061	0.467089054	0.955327486	0.118909484	0.743532287	0.878719976	
SL0101_BONE_AND_SOFT_TISSUE	0.014705882	0.955327486	0.955327486	0.152958152	0.557814044	0.831811141	
SL0101_BREAST	0.047899275	0.808747551	0.955327486	0.092450378	0.639854724	0.831811141	
SL0101_CENTRAL_NERVOUS_SYSTEM	0.135383589	0.452531897	0.955327486	0.09881478	0.584308584	0.831811141	
SL0101_DLBC	0.256062291	0.171997331	0.955327486	0.157656079	0.405382023	0.831811141	
SL0101_LARGE_INTESTINE	-0.128070175	0.601317794	0.955327486	-0.010864174	0.964791293	0.9659055	
SL0101_LCLL	-0.02195122	0.893050365	0.955327486	-0.238267324	0.138721734	0.831811141	
SL0101_LUNG	0.059174367	0.597441368	0.955327486	0.091530779	0.413448085	0.831811141	
SL0101_MM	-0.336363636	0.311824314	0.955327486	-0.405747384	0.215669074	0.831811141	
SL0101_OESOPHAGUS	0.085714286	0.761334126	0.955327486	-0.157510275	0.575049239	0.831811141	
SL0101_OVARY	0.257142857	0.374811904	0.955327486	0.426952601	0.127869241	0.831811141	
SL0101_PANCREAS	-0.151515152	0.676065176	0.955327486	-0.202572872	0.574612601	0.831811141	
SL0101_SKIN	0.255639098	0.27666445	0.955327486	-0.010215453	0.9659055	0.9659055	
SN-38_BILIARY	0.093406593	0.761500023	0.906354558	-0.114021368	0.710712416	0.710712416	
SN-38_BONE_AND_SOFT_TISSUE	0.114285714	0.631391731	0.906354558	0.160998774	0.497713217	0.710712416	
SN-38_BREAST	-0.247681124	0.164613148	0.906354558	-0.318304596	0.071028081	0.433923975	
SN-38_CENTRAL_NERVOUS_SYSTEM	-0.102955597	0.556169634	0.906354558	-0.328667523	0.053887046	0.433923975	
SN-38_DLBC	0.021579533	0.909882628	0.909882628	-0.072882003	0.701913593	0.710712416	
SN-38_KIDNEY	0.136363636	0.689309021	0.906354558	-0.193592153	0.568437884	0.710712416	
SN-38_LARGE_INTESTINE	-0.097391304	0.650745647	0.906354558	-0.126747849	0.555072882	0.710712416	
SN-38_LCLL	-0.131512843	0.406429071	0.906354558	-0.196671184	0.211904793	0.710712416	
SN-38_LUNG	0.080481483	0.419009097	0.906354558	-0.04147046	0.677467299	0.710712416	
SN-38_MM	0.314685315	0.319138786	0.906354558	0.136090134	0.673224307	0.710712416	
SN-38_OESOPHAGUS	-0.333333333	0.191057627	0.906354558	-0.427712991	0.086784795	0.433923975	
SN-38_OVARY	0.064285714	0.819947965	0.906354558	0.217340447	0.436509379	0.710712416	
SN-38_PANCREAS	-0.230769231	0.470531995	0.906354558	0.158796457	0.622056206	0.710712416	
SN-38_SKIN	0.201192541	0.33485995	0.906354558	0.205494632	0.324407922	0.710712416	
SN-38_URINARY_TRACT	-0.062937063	0.845930921	0.906354558	-0.155545426	0.629295035	0.710712416	
SNX-2112_BILIARY	-0.167857143	0.549855554	0.903149142	0.104748599	0.710251025	0.981470091	
SNX-2112_BONE_AND_SOFT_TISSUE	-0.015584416	0.946543956	1	-0.176737063	0.443449827	0.981470091	
SNX-2112_BREAST	0.352469292	0.044241646	0.534387331	0.236902484	0.184371407	0.728571744	
SNX-2112_CENTRAL_NERVOUS_SYSTEM	0.121997339	0.485084194	0.903149142	-0.083475414	0.633543318	0.981470091	
SNX-2112_DLBC	0.180351906	0.323267991	0.903149142	-0.007109035	0.969197179	0.981470091	
SNX-2112_KIDNEY	0	1	1	-0.025733418	0.940133476	0.981470091	
SNX-2112_LARGE_INTESTINE	0.32987013	0.144198374	0.540743901	0.375926948	0.093058316	0.697937371	
SNX-2112_LCLL	-0.109749426	0.51187118	0.903149142	-0.003897938	0.981470091	0.981470091	
SNX-2112_LUNG	0.019801558	0.841859166	1	0.024697269	0.803470942	0.981470091	
SNX-2112_MM	-0.018181818	0.957685241	1	0.072399244	0.832466143	0.981470091	
SNX-2112_OESOPHAGUS	0.039215686	0.881213586	1	0.129314075	0.620847715	0.981470091	
SNX-2112_OVARY	0.4	0.124750424	0.540743901	0.503456986	0.046800756	0.697937371	
SNX-2112_PANCREAS	-0.237762238	0.456800853	0.903149142	-0.402733324	0.194285799	0.728571744	
SNX-2112_SKIN	-0.382999765	0.071251644	0.534387331	-0.142631401	0.51619475	0.981470091	
SNX-2112_URINARY_TRACT	-0.167832168	0.602099428	0.903149142	-0.159493942	0.620507136	0.981470091	
Sorafenib_CENTRAL_NERVOUS_SYSTEM	0.090225564	0.705213031	0.705213031	-0.155968611	0.511413971	0.660666923	
Sorafenib_DLBC	0.11143695	0.543719326	0.679649158	0.115638878	0.528533538	0.660666923	
Sorafenib_LCLL	0.159864318	0.337692221	0.679649158	-0.048186854	0.773891944	0.773891944	
Sorafenib_LUNG	-0.128971076	0.446800432	0.679649158	-0.114822013	0.498592191	0.660666923	
Sorafenib_MM	0.321212121	0.36546831	0.679649158	0.593326509	0.070587003	0.352935017	
STF-62247_BILIARY	0.235714286	0.397702946	0.596554419	0.140092435	0.61850331	0.887443952	
STF-62247_BONE_AND_SOFT_TISSUE	0.339849624	0.142636705	0.534887645	0.219457403	0.352551387	0.76948856	
STF-62247_BREAST	0.0003056	0.998631402	0.998631402	0.062512089	0.725427259	0.887443952	
STF-62247_CENTRAL_NERVOUS_SYSTEM	0.158321536	0.356403624	0.596554419	0.088760954	0.606700774	0.887443952	
STF-62247_DLBC	0.027859238	0.879695915	0.942531338	-0.158425854	0.3864769	0.76948856	
STF-62247_KIDNEY	0.081818182	0.810990394	0.935758147	0.078553992	0.818420433	0.887443952	
STF-62247_LARGE_INTESTINE	0.205194805	0.372237364	0.596554419	0.189609298	0.410393899	0.76948856	
STF-62247_LCLL	0.251996936	0.126942022	0.534887645	0.270352253	0.100668057	0.503340283	
STF-62247_LUNG	-0.076880401	0.437924711	0.597170061	-0.009900793	0.920542189	0.920542189	
STF-62247_MM	-0.8	0.003110428	0.046656425	-0.59229937	0.054858914	0.411441852	
STF-62247_OESOPHAGUS	0.075980392	0.771944851	0.935758147	-0.113756943	0.663764396	0.887443952	
STF-62247_OVARY	0.303571429	0.271355836	0.596554419	0.337752969	0.218243641	0.678808624	
STF-62247_PANCREAS	-0.286713287	0.366251461	0.596554419	-0.070237835	0.828281022	0.887443952	
STF-62247_SKIN	-0.337533986	0.115229501	0.534887645	-0.462207355	0.026383123	0.395746851	
STF-62247_URINARY_TRACT	-0.363636364	0.245265001	0.596554419	-0.377574638	0.226269541	0.678808624	
Sunitinib_CENTRAL_NERVOUS_SYSTEM	0.280519481	0.218060074	0.567095233	0.020443854	0.929910371	0.929910371	
Sunitinib_DLBC	0.183651026	0.314345886	0.567095233	0.148592987	0.416994442	0.742806546	
Sunitinib_LCLL	0.004267425	0.979713979	0.979713979	-0.096436473	0.564641546	0.742806546	
Sunitinib_LUNG	0.166106443	0.34025714	0.567095233	0.165865705	0.340967346	0.742806546	
Sunitinib_MM	-0.209090909	0.537220935	0.671526169	-0.181031054	0.594245237	0.742806546	
T0901317_BILIARY	0.142857143	0.611522229	0.984799215	0.278649627	0.314567973	0.764417048	
T0901317_BONE_AND_SOFT_TISSUE	0.088311688	0.703455995	0.984799215	0.214420857	0.350638548	0.764417048	
T0901317_BREAST	-0.176151083	0.326795393	0.984799215	-0.066414755	0.713455912	0.764417048	
T0901317_CENTRAL_NERVOUS_SYSTEM	0.04595186	0.790145757	0.987682196	0.103471171	0.548151436	0.764417048	
T0901317_DLBC	-0.002565982	0.988879545	0.988879545	0.08198174	0.655554003	0.764417048	
T0901317_KIDNEY	0.236363636	0.484091162	0.984799215	0.037426018	0.913006635	0.913006635	
T0901317_LARGE_INTESTINE	0.105263158	0.658727769	0.984799215	0.260318327	0.267660376	0.764417048	
T0901317_LCLL	-0.014334172	0.931932009	0.988879545	0.063728652	0.703861242	0.764417048	
T0901317_LUNG	-0.0354962	0.721868454	0.984799215	-0.051760674	0.603585922	0.764417048	
T0901317_MM	0.190909091	0.573913168	0.984799215	0.241156858	0.475004008	0.764417048	
T0901317_OESOPHAGUS	0.093137255	0.722186091	0.984799215	0.135921533	0.602954474	0.764417048	
T0901317_OVARY	0.447058824	0.082536923	0.984799215	0.348307849	0.186143571	0.764417048	
T0901317_PANCREAS	0.048951049	0.879918579	0.988879545	0.230762814	0.470544682	0.764417048	
T0901317_SKIN	-0.131455403	0.549916899	0.984799215	-0.118362258	0.590655179	0.764417048	
T0901317_URINARY_TRACT	-0.433566434	0.159105769	0.984799215	-0.50991533	0.090336751	0.764417048	
TAK-715_BILIARY	0.364285714	0.181910259	0.771162499	0.266675867	0.336661267	0.874822247	
TAK-715_BONE_AND_SOFT_TISSUE	-0.075098814	0.739773804	0.771162499	-0.063340341	0.779453203	0.874822247	
TAK-715_BREAST	0.17403927	0.324921076	0.771162499	0.05548354	0.755298241	0.874822247	
TAK-715_CENTRAL_NERVOUS_SYSTEM	-0.149040483	0.39282782	0.771162499	-0.268450195	0.118931955	0.866206953	
TAK-715_DLBC	-0.227639296	0.210199101	0.771162499	-0.246821512	0.173241391	0.866206953	
TAK-715_KIDNEY	0.227272727	0.501535668	0.771162499	0.174012294	0.608853675	0.874822247	
TAK-715_LARGE_INTESTINE	-0.067532468	0.771162499	0.771162499	0.064779941	0.780264618	0.874822247	
TAK-715_LCLL	0.105668016	0.522027783	0.771162499	0.054332471	0.742526487	0.874822247	
TAK-715_LUNG	-0.06107499	0.53997469	0.771162499	-0.011065935	0.911664129	0.911664129	
TAK-715_MM	-0.281818182	0.401144898	0.771162499	0.126749693	0.710364978	0.874822247	
TAK-715_OESOPHAGUS	0.125	0.632640609	0.771162499	-0.060863917	0.816500764	0.874822247	
TAK-715_OVARY	0.523529412	0.037412648	0.561189722	0.495347829	0.051053968	0.765809519	
TAK-715_PANCREAS	-0.132867133	0.680597508	0.771162499	-0.152852814	0.635313268	0.874822247	
TAK-715_SKIN	-0.156165065	0.476737472	0.771162499	-0.158914682	0.468912865	0.874822247	
TAK-715_URINARY_TRACT	-0.160839161	0.61752349	0.771162499	-0.100955284	0.754900725	0.874822247	
Talazoparib_BILIARY	-0.153846154	0.615798869	0.862118416	-0.160792018	0.599747117	0.849128254	
Talazoparib_BONE_AND_SOFT_TISSUE	-0.047368421	0.847300328	0.878132201	-0.106549923	0.664179864	0.849128254	
Talazoparib_BREAST	0.036711537	0.847273862	0.878132201	0.011348793	0.952537609	0.952537609	
Talazoparib_CENTRAL_NERVOUS_SYSTEM	0.16513455	0.358422451	0.694877112	0.147090642	0.414015433	0.800391243	
Talazoparib_DLBC	0.2378198	0.20569448	0.694877112	0.150671555	0.426760048	0.800391243	
Talazoparib_LARGE_INTESTINE	0.273913043	0.195251881	0.694877112	0.07436736	0.729828297	0.849128254	
Talazoparib_LCLL	-0.034438052	0.828588033	0.878132201	-0.205817617	0.190992607	0.72087087	
Talazoparib_LUNG	0.087411829	0.397072635	0.694877112	-0.027740331	0.788476236	0.849128254	
Talazoparib_MM	0.181818182	0.592615213	0.862118416	0.102721955	0.763762703	0.849128254	
Talazoparib_OESOPHAGUS	-0.282352941	0.289349829	0.694877112	-0.372636281	0.155188113	0.72087087	
Talazoparib_OVARY	0.257142857	0.354860364	0.694877112	0.246603541	0.37560075	0.800391243	
Talazoparib_PANCREAS	-0.490909091	0.125204407	0.694877112	-0.552547454	0.077944952	0.72087087	
Talazoparib_SKIN	-0.032313907	0.878132201	0.878132201	0.155699195	0.457366425	0.800391243	
Talazoparib_URINARY_TRACT	-0.391608392	0.208063464	0.694877112	-0.393274612	0.205963106	0.72087087	
Tamoxifen_BILIARY	-0.010989011	0.971577683	0.971577683	-0.308012825	0.305917341	0.693144108	
Tamoxifen_BONE_AND_SOFT_TISSUE	0.302255639	0.195237581	0.91110871	0.356356987	0.123024595	0.693144108	
Tamoxifen_BREAST	-0.240307947	0.185233012	0.91110871	-0.202809939	0.265605591	0.693144108	
Tamoxifen_CENTRAL_NERVOUS_SYSTEM	0.04049511	0.820123557	0.971577683	0.073507986	0.679497463	0.894451497	
Tamoxifen_DLBC	-0.057619577	0.762319263	0.971577683	-0.224530343	0.232927459	0.693144108	
Tamoxifen_LARGE_INTESTINE	0.042608696	0.843291376	0.971577683	0.18147022	0.396082347	0.693144108	
Tamoxifen_LCLL	-0.125516571	0.428342273	0.971577683	-0.04611078	0.771840781	0.900480911	
Tamoxifen_LUNG	0.030488559	0.764501906	0.971577683	-0.038827475	0.702783319	0.894451497	
Tamoxifen_MM	-0.572727273	0.065543053	0.91110871	-0.45257329	0.162196035	0.693144108	
Tamoxifen_OESOPHAGUS	-0.032352941	0.905319519	0.971577683	-0.019006608	0.944301144	0.944301144	
Tamoxifen_OVARY	0.305494505	0.288169886	0.912505835	0.374918488	0.18655734	0.693144108	
Tamoxifen_PANCREAS	0.327272727	0.325894941	0.912505835	0.285585112	0.394606645	0.693144108	
Tamoxifen_SKIN	0.041931141	0.842255518	0.971577683	-0.038225771	0.856046043	0.921895738	
Tamoxifen_URINARY_TRACT	0.202797203	0.527302354	0.971577683	0.210116789	0.512169863	0.796708676	
Tanespimycin_BILIARY	-0.587412587	0.044609296	0.193306951	-0.640061786	0.024973865	0.162330122	
Tanespimycin_BONE_AND_SOFT_TISSUE	0.193627451	0.456496929	0.764844587	0.146380022	0.575068163	0.747588611	
Tanespimycin_BREAST	0.101546463	0.607134834	0.764844587	0.055619252	0.778627003	0.920195549	
Tanespimycin_CENTRAL_NERVOUS_SYSTEM	0.51646332	0.002091083	0.013592041	0.259467283	0.144796052	0.503249134	
Tanespimycin_DLBC	-0.102113459	0.591309102	0.764844587	-0.000505364	0.997885315	0.997885315	
Tanespimycin_LARGE_INTESTINE	-0.249122807	0.303709087	0.764844587	-0.339632808	0.154845887	0.503249134	
Tanespimycin_LCLL	-0.061538462	0.706010388	0.764844587	-0.121409526	0.455498508	0.74663135	
Tanespimycin_LUNG	0.345787331	0.001365342	0.013592041	0.31642861	0.003564145	0.04633389	
Tanespimycin_MM	-0.2	0.555445442	0.764844587	-0.249450183	0.459465446	0.74663135	
Tanespimycin_OESOPHAGUS	-0.082142857	0.771028565	0.771028565	0.048447521	0.863864079	0.935852753	
Tanespimycin_OVARY	0.112087912	0.702833163	0.764844587	0.328748013	0.251117429	0.544087762	
Tanespimycin_PANCREAS	0.406060606	0.244282294	0.764844587	0.431551149	0.213018119	0.544087762	
Tanespimycin_SKIN	0.111278195	0.64045484	0.764844587	0.148266484	0.532734893	0.747588611	
Temozolomide_BILIARY	0.28021978	0.353763636	0.709720727	0.453604194	0.119507349	0.712505321	
Temozolomide_BONE_AND_SOFT_TISSUE	0.187719298	0.441549502	0.743976518	0.300733671	0.210904011	0.738164037	
Temozolomide_BREAST	-0.116342374	0.533107295	0.743976518	-0.022627334	0.903832257	0.998845151	
Temozolomide_CENTRAL_NERVOUS_SYSTEM	0.267424373	0.132438037	0.709720727	0.186749276	0.298052947	0.834548252	
Temozolomide_DLBC	0.054949944	0.773038811	0.901878613	0.00823499	0.965550912	0.998845151	
Temozolomide_LARGE_INTESTINE	0.217391304	0.307533211	0.709720727	0.17186156	0.421973955	0.845160092	
Temozolomide_LCLL	0.093914594	0.554133039	0.743976518	0.042116428	0.791143512	0.998845151	
Temozolomide_LUNG	0.056497558	0.584552978	0.743976518	0.036123386	0.726779163	0.998845151	
Temozolomide_MM	0.054545455	0.873446578	0.940634776	-0.030772309	0.928434712	0.998845151	
Temozolomide_OESOPHAGUS	0	1	1	-0.215602769	0.422580046	0.845160092	
Temozolomide_OVARY	0.257142857	0.354860364	0.709720727	0.403559622	0.13578053	0.712505321	
Temozolomide_PANCREAS	-0.318181818	0.340297614	0.709720727	-0.000496025	0.998845151	0.998845151	
Temozolomide_SKIN	-0.219711955	0.325873176	0.709720727	-0.3154687	0.152679712	0.712505321	
Temozolomide_URINARY_TRACT	-0.384615385	0.217020226	0.709720727	-0.159293616	0.620951902	0.998845151	
Temsirolimus_BILIARY	-0.020979021	0.948402225	0.948402225	0.36278319	0.246457271	0.396527834	
Temsirolimus_BONE_AND_SOFT_TISSUE	0.384803922	0.127215995	0.305318389	0.319156584	0.211790687	0.396527834	
Temsirolimus_BREAST	-0.097167101	0.622800667	0.799338177	-0.202293146	0.301906415	0.402541887	
Temsirolimus_CENTRAL_NERVOUS_SYSTEM	0.411171616	0.021566233	0.129397396	0.345134143	0.05722932	0.27481944	
Temsirolimus_DLBC	0.090311987	0.647646485	0.799338177	-0.015456323	0.937778115	0.937778115	
Temsirolimus_LARGE_INTESTINE	-0.540350877	0.01691949	0.129397396	-0.359962202	0.130077991	0.390233972	
Temsirolimus_LCLL	0.056477733	0.732726662	0.799338177	-0.129272888	0.432839313	0.519407175	
Temsirolimus_LUNG	0.200773621	0.063799973	0.191399918	0.121691836	0.264351889	0.396527834	
Temsirolimus_MM	-0.146853147	0.64879571	0.799338177	-0.541999299	0.06870486	0.27481944	
Temsirolimus_OESOPHAGUS	-0.096428571	0.732452863	0.799338177	-0.169459483	0.545997294	0.595633412	
Temsirolimus_OVARY	0.146428571	0.602549921	0.799338177	0.379558457	0.162904053	0.390969727	
Temsirolimus_SKIN	0.458646617	0.041954312	0.167817246	0.542673986	0.013424693	0.161096311	
TGX221_CENTRAL_NERVOUS_SYSTEM	0.613533835	0.004013735	0.020068674	0.279254425	0.233122639	0.582806598	
TGX221_DLBC	0.20601173	0.257971362	0.429952269	0.139248406	0.447205124	0.70441353	
TGX221_LCLL	-0.074917022	0.659443364	0.824304205	0.038116699	0.822774229	0.822774229	
TGX221_LUNG	0.295874822	0.075401543	0.188503859	0.231811519	0.167418272	0.582806598	
TGX221_MM	0.042424242	0.907363818	0.907363818	0.20833863	0.563530824	0.70441353	
Thapsigargin_BILIARY	-0.053571429	0.849609937	0.9587743	-0.105528054	0.708181798	0.758766212	
Thapsigargin_BONE_AND_SOFT_TISSUE	0.151879699	0.522681911	0.888922819	0.325785632	0.160994747	0.490659352	
Thapsigargin_BREAST	0.009359071	0.9587743	0.9587743	0.453519061	0.008031968	0.120479522	
Thapsigargin_CENTRAL_NERVOUS_SYSTEM	0.364580947	0.034013149	0.170065743	0.140905048	0.426697098	0.640045648	
Thapsigargin_DLBC	0.098973607	0.589935018	0.888922819	0.251960229	0.164177437	0.490659352	
Thapsigargin_KIDNEY	-0.645454545	0.031962799	0.170065743	-0.421830214	0.196263741	0.490659352	
Thapsigargin_LARGE_INTESTINE	-0.014705882	0.956891924	0.9587743	-0.155705313	0.564729993	0.664033686	
Thapsigargin_LCLL	0.120673305	0.476811777	0.888922819	-0.010832946	0.949261372	0.949261372	
Thapsigargin_LUNG	0.245925405	0.012280083	0.170065743	0.105228914	0.290117667	0.60591663	
Thapsigargin_MM	-0.181818182	0.592615213	0.888922819	-0.235164855	0.486375878	0.663239833	
Thapsigargin_OESOPHAGUS	-0.035294118	0.896753248	0.9587743	0.263994319	0.323155536	0.60591663	
Thapsigargin_OVARY	0.202941176	0.450961242	0.888922819	0.151468876	0.575495861	0.664033686	
Thapsigargin_PANCREAS	-0.145454545	0.669578646	0.91306179	-0.422196791	0.195834144	0.490659352	
Thapsigargin_SKIN	0.413639746	0.049760917	0.186603439	0.31842943	0.13865081	0.490659352	
Thapsigargin_URINARY_TRACT	0.251748252	0.429918785	0.888922819	0.254135619	0.425408951	0.640045648	
